"(40, 3)","[[13.600763587520687, 19.519641878885874], [24.184671394283765, 32.74978901911663], [34.44786469647538, 49.32872133748189], [32.58535228781052, 40.96368662806974], [4.513291573376987, 42.36693078160082], [39.78679168220866, 43.78650316873083], [34.18764557272196, 18.04238363408687], [19.10318774241772, 9.136078635608108], [33.821838422807346, 34.56642262174103], [12.04243459885095, 38.351788839724556], [16.08417382094453, 13.11980932730455], [7.770660758910925, 37.8034630309821], [24.449109184676786, 44.019550901314744], [23.16780703858661, 27.820809277921715], [25.195708451365746, 27.538047118429375], [26.93759062918682, 20.290536716772756], [16.34587191710471, 26.807617071411904], [29.08728241953459, 8.438055133669081], [35.74688771384852, 12.993216319269624], [15.658626941935822, 44.54320116012955], [35.35741361702717, 25.970061630217216], [39.3979502671459, 46.75721551845371], [3.1634722269062165, 15.66143585323383], [44.93642794938299, 13.361549397822792], [15.250546892795679, 42.33921997500041], [19.801326769169965, 43.378836843807264], [42.331930959813405, 10.399477031708726], [22.3669556240629, 7.411242957608283], [2.58936472640186, 39.301549734258195], [22.88731252895195, 36.51599785824205], [26.91093856131405, 40.25169964815095], [5.501267519346836, 35.37519526731152], [8.387761092449786, 33.113962324230734], [42.1383250081181, 39.21062506430215], [36.99046056876771, 44.04983887899725], [14.696424711299915, 11.802117414051299], [18.272671421269603, 9.19546424597818], [44.86462074719639, 6.767825669257055], [16.06978498782447, 43.866489283738495], [28.09252945031964, 30.66550576959124], [13.600763587520687, 19.519641878885874]]"
"(100, 3)","[[47.207153762536386, 30.62964711477078], [8.675517027759017, 41.232664831864106], [5.911300390010821, 35.8974286666982], [0.16410252061549446, 11.650489904204347], [0.3674573220283417, 9.948903721871405], [41.459459154928176, 7.8097668076569535], [12.991535316679393, 12.289226910141027], [47.645257294799734, 17.12046349346111], [43.360785703038246, 17.470227614743926], [39.88227746601724, 43.276426230999945], [22.294796511351546, 15.815436770717412], [28.542425654363544, 6.078307988215087], [20.044871429900724, 0.9499259178275321], [2.8962261788725465, 8.327492226342791], [48.72207388029788, 18.263209715619993], [14.026850158079467, 36.538522925842585], [6.585209913944167, 0.850127957968766], [3.7325981416437557, 3.1472562807245863], [33.98656089581212, 3.176193910798003], [19.653222757417883, 17.075321238128755], [9.224249659244233, 6.638657095082151], [26.991709004710906, 30.498279771973003], [9.454533325510628, 28.92923647060911], [42.86636162514478, 18.831359642815798], [1.0492589629731097, 45.50250224037098], [38.86524501009722, 18.336175592985924], [13.161435913603292, 12.692304091748097], [43.889929933101456, 42.65102088527385], [13.861391417061618, 11.04608087077138], [25.850164501455065, 24.327117602768727], [6.47285650056581, 12.19277598199816], [34.040394411399774, 40.74834162138353], [40.415353295817816, 43.119648119906124], [19.143493133822503, 16.25556650383097], [7.016131992237029, 30.091658531289568], [2.3729027080441165, 15.413672008379715], [47.684205953938836, 46.4593967840583], [14.634449114606129, 12.332386233958825], [8.468667249960415, 20.80515998982656], [30.35200498230856, 40.811171495357826], [36.08429953006386, 3.0492442459753413], [35.528757230535724, 37.020075850341584], [39.34558231186799, 2.311331993784843], [44.29119705752128, 33.45982397874359], [20.932595684239892, 16.08752032420473], [44.65550077362008, 29.899928267334257], [28.39741875830158, 42.76314808122447], [24.12637943521629, 43.60411953830848], [31.776755817119096, 27.024095253765744], [36.01113952913803, 21.186114186927984], [2.0583019173716357, 26.74213702190391], [31.183647827363693, 20.59480117536329], [28.132457058069132, 6.144175330839391], [15.49423153368385, 35.86143332905243], [37.56165875339629, 34.9489940539947], [40.99149027448426, 21.336665974062225], [40.285721756389066, 46.96393190197338], [20.983619216738266, 17.241404047735013], [44.865298404401905, 41.32584196525385], [13.462548372169891, 33.995853741568546], [42.0835326151291, 33.9792241674268], [30.71056239504043, 46.885857891429], [47.92102740573163, 38.93757760858345], [12.340155832517619, 8.608824445975372], [6.509593677958103, 21.23047233118446], [32.44308418117253, 7.984338234240801], [16.244607896864494, 42.17737086571431], [10.36751521755127, 13.029991593867774], [16.45367109586433, 29.144104320177743], [22.89888568789336, 47.70097626348929], [14.588551333190203, 0.14734098291712683], [28.801978562187042, 35.1694544309462], [16.617992082627836, 48.8693173896554], [23.175240444890537, 46.537235685731176], [28.520018185996083, 33.53007226163574], [21.088105959218723, 13.43991915668193], [13.59597243447297, 1.1925952976014231], [17.23485095148254, 20.691079181952016], [25.56476059053719, 33.06123930823159], [11.977736071804152, 0.19934514597804154], [21.97686962781862, 6.972107951448753], [13.51229486840021, 24.17657922228593], [26.98632238633546, 17.955666700359835], [41.19763553541291, 35.49059681140666], [22.09265750019924, 35.2614342537869], [26.198294673033956, 7.339019047577472], [10.709302665813725, 37.25014147901149], [9.341159480356598, 4.066756101439889], [39.330646129223645, 21.215040735762532], [48.489703625125394, 19.238646503277607], [30.207763868431254, 46.07904174693666], [40.99993520638807, 36.299853790992], [29.144613245740832, 40.481894271594086], [10.780374159416633, 43.361459932023834], [21.57765442558077, 38.178729351569004], [20.960323830177472, 46.0646553378121], [13.681837433119965, 22.71859047725678], [27.133754396819842, 15.584144590247423], [29.993168381291063, 9.21507282532597], [12.693912555542619, 27.18112703472523], [47.207153762536386, 30.62964711477078]]"
"(10, 17)","[[19.272673104564298, 25.634927068606565], [11.86313247137774, 48.79175067568586], [39.08878680565714, 12.39053225818661], [9.017598154089379, 22.18062611374651], [26.783247344056615, 45.934048554483134], [49.6730745195444, 4.022565394727263], [28.394477101605727, 29.747429418826837], [32.47345293408866, 17.73024158959091], [24.950295732080775, 28.64710432264469], [28.652358967264107, 29.05578189040867], [19.272673104564298, 25.634927068606565]]"
"(40, 22)","[[8.84647812792414, 48.48799617806704], [48.656307436038645, 30.50283332670239], [27.18752991203453, 42.140734043755565], [8.421645519599469, 2.5195020210175945], [38.43524095580485, 11.253548523976342], [39.97568316663201, 21.927395431337665], [13.114995444833605, 23.217137837900164], [16.752258716418787, 16.231621289139486], [34.0651405217038, 19.520320800625463], [24.81244816823779, 37.43070876396749], [20.243331547092403, 2.765012919560772], [7.74011392163772, 38.63982742645803], [24.61736517438454, 33.681856194322506], [19.497478962160447, 0.7194518385582049], [48.0733836430679, 44.365929910038], [10.902399789411838, 33.48164057845946], [40.258458370924735, 20.465881145463637], [9.433153163692747, 21.037254153327122], [37.542389746855115, 43.61012873248477], [25.317190746282726, 9.849685190988877], [13.267545762969752, 41.11466757948797], [12.94654090961841, 19.88902701716762], [45.3020341709113, 7.324296527258562], [25.2205901326415, 30.788030130211336], [28.34053910450965, 43.3334659197728], [1.5777097675744867, 17.607695541223674], [20.273695986109335, 8.210117699442005], [37.22829602074729, 44.02369882909044], [12.870704899232472, 28.545412126742605], [48.511375466206715, 42.902783114571406], [18.517107541626395, 32.48928825855361], [24.003008593457274, 21.578275586316174], [27.423992038451335, 15.598587371754691], [7.794698122035632, 30.609608314705838], [15.488222388600626, 3.0697424076308764], [9.746949634860608, 24.493812835888164], [41.468919093754835, 38.69295283919805], [10.13226760109916, 44.44333568523913], [38.89769469304596, 27.423025251900174], [13.983836724321403, 22.614575909767908], [8.84647812792414, 48.48799617806704]]"
"(20, 20)","[[45.89221505273211, 24.356471403975867], [18.438695513549835, 20.762570582193156], [13.201979370947264, 42.47660762579195], [6.27193264294964, 37.574035098453045], [2.8573689647294174, 7.338161819946793], [5.3606798755330365, 7.370135348334545], [12.448943396886431, 8.530727305883978], [49.9070406053552, 39.05169270423103], [24.29697571108902, 44.43384911388982], [37.52561077778837, 14.442264910883418], [3.5023684510915087, 14.004110719743329], [21.193542086896056, 38.516996344947586], [9.653928690164582, 5.414004025082081], [35.47457938787742, 36.56603005894794], [13.265509776913099, 20.503492977593922], [17.886529036688515, 14.55686571327674], [47.004460168499, 37.22144000772805], [27.9190338781203, 14.686213535732673], [18.03959307917603, 48.51696667307503], [7.991362351489418, 43.914641404843984], [45.89221505273211, 24.356471403975867]]"
"(200, 21)","[[35.415896696486705, 49.04804649576119], [10.307269363973665, 5.220197250105535], [47.939145186196406, 41.93082033891288], [4.958499371201247, 0.8719763441364214], [38.718272007154816, 46.88071189560996], [19.237627308858844, 41.013602736846735], [12.293141521790712, 38.667474016476675], [5.967513016364445, 20.60370771507595], [48.370730069733696, 12.055850456160055], [14.158590121294768, 30.799528414425282], [9.317675254651824, 26.718749144156114], [1.969242005389793, 33.54017037022834], [21.70726624363713, 0.6836640453802889], [30.7824263222485, 38.6815709323402], [29.960429838927194, 38.0324454694704], [30.466853562778528, 41.22426510012714], [35.4168525119459, 47.0033304123592], [48.75462336658336, 1.6505212136970981], [21.592087911538226, 48.815299467471974], [20.288293401336325, 38.900337728331294], [17.83741031398448, 24.306296234705403], [13.297575535361089, 47.67416102613263], [14.492655579456187, 49.70850460118493], [22.973467606280096, 19.999166141098957], [28.927954120524213, 11.475627195378474], [37.80129309252481, 21.90570327768619], [35.57066603110055, 12.34194974846533], [24.73985370932178, 33.105058439504944], [25.572770057160966, 9.65568506003947], [21.82111848483882, 21.050472024093757], [14.396394124076178, 1.749351065131155], [12.833622537269918, 13.661372838935721], [35.45161256649767, 12.866567838578607], [11.480291212538617, 30.771569650068862], [1.7721138600037267, 0.48692297704205356], [5.316975399704554, 10.550386238666738], [40.32735003332617, 14.479532852157634], [8.401664490600963, 23.290747764249602], [9.705941071870395, 31.204642747752477], [40.241559768444226, 13.648601348697015], [26.963650824967942, 46.35685214873318], [19.11010662931078, 23.974227099540784], [33.64825735929278, 21.7815047203127], [47.16091118171857, 21.825406994841185], [41.69024428323977, 37.6299840798697], [11.988411825535184, 4.475157542478586], [37.269360775810135, 31.62317118935935], [41.29746853383449, 43.34261905388109], [28.81491752767369, 31.2402489312894], [37.412764584432644, 35.84657128856056], [14.506074693282523, 17.98003981694268], [8.075016022728082, 22.07008033515906], [16.194912357844693, 7.709037852834749], [7.0326765752683045, 7.404374835506367], [31.6818334064537, 41.649394005563465], [11.400485987058461, 29.289308719737534], [10.968547156828167, 35.109493986398085], [26.119169237609352, 26.305694359542287], [37.40560524392052, 49.39006257052473], [32.89111013620401, 33.33386761103447], [37.18147441960045, 34.35390166503572], [1.4364260431000808, 48.43822904965425], [22.367069183076527, 47.99194958455106], [24.316768210386126, 49.096807520974956], [28.770864214716163, 39.290453310852634], [39.717807722481346, 5.6955764664538115], [17.787767261405605, 8.517227092669854], [38.966962183594376, 17.621251377948177], [8.790249719963661, 25.358603632124538], [17.960177072613366, 35.016147703471205], [28.89494633642615, 23.717413215949314], [27.579786856995703, 11.523766915074019], [44.91902917654498, 36.96154471763068], [31.84084769628384, 4.014180994098021], [35.16409466648383, 8.017406562563323], [16.268027672708097, 41.411267323354835], [19.02084731760621, 4.470854745765101], [32.494873019262585, 15.955645029204096], [13.18151718922459, 3.895545769546882], [9.898630145713778, 13.37036081595403], [7.353067352843418, 38.82842610421575], [20.557564257131872, 5.147232883085068], [29.971634640694077, 41.153683835159946], [26.951905994509474, 45.74598446294258], [36.925465259231856, 13.811850338973214], [12.148336722052623, 38.0052116556579], [0.9851010408506944, 30.093247839155303], [29.634005902473575, 24.684198383171534], [44.029329288543586, 41.404590414282474], [21.975090734813342, 5.680457752155515], [38.70945596434139, 2.220125898208669], [45.66914907259185, 32.629537222314866], [30.84931086592764, 27.252469817769548], [33.242262071515285, 21.248207091150434], [6.294122908884702, 48.523073385546596], [47.99817684747861, 43.89917454776375], [9.227846387415667, 17.441987977638256], [17.817840835994144, 38.24703543979487], [40.16449161139333, 49.21113637706204], [45.820581093546856, 39.22341835318433], [34.73923997160388, 38.16073158452896], [46.069019434177875, 9.661825331288515], [49.6086345606512, 4.4913465761788345], [20.197460639073995, 15.757016922584477], [41.50078714249407, 24.096068898429895], [33.670350188588735, 44.523502237608895], [38.03052336059354, 25.3378240330279], [30.573826421037626, 24.324851198628334], [44.09419081780201, 9.131934692447475], [26.778584520637555, 35.21894974435152], [38.67132021815287, 11.062012168215668], [9.89221654032364, 4.234409469042689], [2.2411325820008154, 34.70888593705086], [11.828994663781373, 23.69955991838481], [46.51507913161678, 13.90206295001734], [26.9206759960612, 5.913366019560357], [38.510325886044114, 8.444335153581733], [7.27652549671573, 20.00263537732859], [14.260810813156782, 36.08203677238279], [19.184921065134436, 26.236474081276885], [42.23137469523909, 2.604072575161914], [13.001589739802599, 30.467336637564667], [1.6043063444193095, 44.11168969182088], [5.368776752855597, 48.42204384939923], [46.86806315952387, 4.595052053786308], [49.28644176987154, 42.10398151934866], [9.738815031896431, 14.645169655282576], [25.34658967485224, 39.030253034711606], [26.17662901615288, 23.150443720084002], [11.62851259560087, 18.519160995597204], [11.522121791719837, 46.27902830376625], [37.85514974247966, 6.274711746224088], [11.234679523353991, 6.472552634443368], [36.62176903572507, 2.0182246816574603], [1.8812693898999255, 41.78438917790773], [31.30332116925323, 28.472271901857955], [47.77600154660778, 12.214943459095018], [32.936851220203444, 4.625179282911541], [30.514578996681475, 30.418196403949604], [45.64544449382416, 30.48749845176186], [42.39364465966446, 33.788647951255584], [17.31074996828226, 30.20466772204053], [18.328442412119728, 41.365123209072316], [46.72327186053174, 27.14343625474125], [30.563036506408125, 14.678026755727341], [33.83699088421572, 10.029471643850263], [20.890605353711038, 24.219079458143334], [29.190798800475402, 40.05706352512072], [9.802618011584553, 5.3866435299784134], [21.695046302185773, 27.320649798298568], [37.02593723060467, 28.20112097722076], [22.90264108089422, 25.005257780901395], [6.932899054807729, 32.78989371717782], [14.447961116279112, 30.20329596921536], [9.148935205177116, 7.330457442979643], [0.7196879763562647, 38.98785833010639], [19.248189352405937, 20.80262049986283], [8.692186840871962, 14.778103227824657], [35.22057838530047, 47.262970105091405], [22.038740637184915, 10.132308806219765], [47.83223973006711, 45.71981038135588], [44.160014951472945, 39.477126862014906], [37.82557465969978, 9.414501644468153], [19.139396026574936, 49.92752474503], [0.9681244870554717, 11.899309601489616], [29.810761791371675, 19.374574659180716], [15.74978887314079, 35.710275761706164], [4.264675508029986, 17.737490796058474], [29.245065334762387, 37.524657460695174], [10.080594741476895, 30.262449228800335], [36.6597286438095, 13.274158690394966], [45.12230683948118, 27.928627157156733], [8.43827455818858, 25.526302371001208], [10.283716561850403, 37.88987822831387], [28.75252298630766, 40.055499610248475], [26.997360637091113, 9.881051590727829], [43.76595450040752, 7.331391882343641], [24.848926995256164, 14.567820418327543], [15.404963937750777, 1.6467784039234046], [5.182719714383738, 31.145633406102775], [41.797552148766165, 35.679979736023455], [36.65432516984267, 47.45907803676055], [22.482324293396346, 39.06775160138282], [5.142951061253326, 33.32567110496388], [0.598013934123659, 17.55503132914185], [16.000530930011774, 37.007442150493134], [25.13927583094529, 17.359703268674252], [9.521074127118995, 38.13906802682808], [7.5524612325814475, 47.61204502027122], [8.372172537617539, 30.18344237731655], [33.60561822740568, 32.025822817288685], [20.748411392092574, 31.087991916041513], [15.386010150956754, 16.826153884653277], [39.61466446276029, 23.729693619437043], [3.8725990458625406, 48.43642367952643], [28.16882498076614, 39.75770934314795], [43.48193759994545, 12.463286848852096], [49.74305325883059, 6.8553814132496065], [32.66404971073511, 32.3681451481734], [4.023384518669154, 41.71829658976904], [35.415896696486705, 49.04804649576119]]"
"(90, 17)","[[32.81081577733067, 22.3685930749394], [10.214784248338688, 43.97327178808526], [24.846706472323294, 29.669710647277007], [47.36176795825163, 4.0374192686329415], [9.189721024906422, 44.10877675061091], [23.45733395752443, 28.295842344050154], [40.443305432665596, 39.21835609519226], [47.33833406227527, 12.644227102600041], [22.6367560029894, 28.156931751962556], [2.303987244612232, 14.120065796348719], [10.300842491327561, 35.125457066297216], [7.154185236284249, 2.197218701239728], [4.873880936279173, 30.963447918110553], [28.153950638558427, 37.29246220907795], [2.097928111292541, 26.75814498906656], [0.8071265666369065, 28.102169206719307], [27.806468163223542, 6.4548299959280016], [47.28303887102274, 37.296492374198465], [25.261419896358824, 44.230937932177376], [16.71343173729059, 0.8929154423220009], [1.9064759443405022, 47.13258680413901], [41.84876591049756, 29.801555022619077], [45.77377183258087, 25.564631989738075], [35.93043379040889, 19.680627150254704], [44.55689104943682, 10.777046814830532], [4.637439671058397, 34.062264675151276], [30.21155862263708, 13.446656823887887], [35.278446850401465, 37.25285985753073], [17.746793009623048, 28.545616771772984], [35.87808646194615, 17.884108324828784], [6.1113933114371575, 18.925351247496646], [1.6341135052513944, 6.452096057806422], [23.40254618350665, 23.96992179134546], [13.874247708735865, 8.932277588713976], [21.98178176849041, 15.746526713306736], [25.166584931493947, 14.3674836966613], [43.713030121075505, 27.934145896979746], [9.456794798559349, 7.693954853324741], [34.87853505293108, 22.264636760478673], [36.84467968643778, 39.132962071137165], [6.488177669708916, 17.862555703112427], [14.81310007711462, 35.804511419170524], [39.786514964766866, 43.9535710405175], [6.253249419554274, 16.23172794804624], [40.23925084892809, 17.232188808854147], [2.771074213432362, 42.14681706974618], [2.8030751621790917, 48.82514686895343], [40.97165898687171, 26.92693086867764], [28.775433339664374, 18.892052336502584], [33.12698160082513, 30.756235703293488], [22.147793997388103, 28.23160307328294], [41.92233306666703, 4.30952884571813], [8.102012399887105, 0.24724009910155886], [11.05414250462633, 37.841730595157905], [41.51762525486771, 25.400005681425824], [46.32121243819015, 49.22665886971113], [3.604614613061546, 21.12370104983588], [29.585998106876758, 29.815114204273858], [38.92620297901356, 11.70116615740634], [43.084576544499726, 5.448424018454906], [36.65905079341792, 45.83718257445933], [48.72426825127589, 38.63647447244533], [40.13048505429015, 8.86780540596689], [21.26908855979052, 49.754394115540364], [35.65273126926184, 29.025410475312167], [1.423415895904262, 2.4401916496712692], [34.978217223702856, 30.653335779402248], [10.153023672839245, 47.76678547556011], [31.760479998117567, 37.9056095853729], [17.060740752228813, 42.68606662342162], [21.531723079270943, 19.411917491822685], [17.098760075472523, 37.89548578325048], [23.567548092517026, 37.82434223116787], [14.180375540069228, 0.5387375240416659], [34.90338340478965, 31.71004616515877], [3.9406085995848663, 29.501454861168813], [48.28877955890461, 25.9845159673891], [8.815133388964757, 35.066663319943544], [13.96837075203255, 37.76086117455566], [23.772898172131484, 34.20377401153096], [0.9561104498847506, 32.230212386625574], [30.831959751389615, 16.505916266912546], [11.034224141410037, 22.507880497023603], [23.44819739099823, 37.26880157262706], [38.15148860081351, 42.8506591359398], [15.350137846792379, 5.48316417380505], [0.48307547079999846, 46.519159914115846], [12.21474317144705, 41.94622193068371], [37.629080331943406, 11.469325495921346], [45.302955858823104, 43.62002982778957], [32.81081577733067, 22.3685930749394]]"
"(60, 22)","[[20.33856480185531, 35.35606969948522], [45.42857919307627, 26.582595165562907], [26.301270947477352, 24.94032566428058], [34.47178620384591, 33.47183692438075], [43.65110564848579, 18.27114075726259], [38.51016746175981, 44.72164698438424], [40.74185213225926, 47.25642800012425], [30.698391405434766, 38.596661842570605], [47.66427410316142, 29.798698410511758], [44.13975864267518, 43.98847653784371], [18.445854419550457, 6.756703918958334], [12.156441500543785, 11.014928836476196], [0.8486882080068814, 24.917625801558092], [30.097729259676942, 28.75143412005585], [29.566434250098773, 46.549350353992544], [39.99510924422701, 33.665003832766885], [42.2381081575755, 7.248072225012697], [11.357607500880412, 33.888801966098626], [32.02120044963663, 21.768072557383483], [18.708534854398067, 39.42037447351654], [40.459378513273705, 32.95962836921901], [1.6096348951514905, 34.50307156040539], [18.346935150055373, 44.90654686433629], [44.601689680759016, 23.563372811621974], [43.96439686831963, 12.592386728192889], [43.91650383702409, 27.143258152155674], [33.439466953972534, 15.322809909945628], [8.64800082701268, 13.637291717609173], [42.098127962082465, 48.13129221840958], [2.9889133323956427, 36.963757222573705], [45.13231680156221, 18.560760216391518], [43.85549905181963, 16.583098763700193], [34.590065992030134, 39.0143002101979], [7.128434367445536, 0.8273407866183136], [25.60226858940855, 42.40711825965308], [30.396300466308507, 20.031537030759], [6.462050019559806, 49.73596436668544], [6.559310526051071, 41.54666332359092], [5.027994522120494, 23.85796073779171], [20.32175799572486, 40.02578801695046], [47.593137653434624, 22.006283355998946], [27.03654328218692, 2.591725383480653], [19.128962553152075, 47.770305439595454], [5.3226891864400105, 25.087483074572358], [46.143969677802346, 32.60861288695288], [45.996322269170484, 21.00153110366102], [20.710217231557397, 16.082770469621316], [30.540950956922195, 36.21721454535303], [12.444551785718094, 36.390375108505346], [44.16994742500138, 31.371722865411105], [26.824291073740536, 25.819495012820447], [24.806176177694084, 38.14094869621278], [28.237821926908875, 35.67665733725353], [29.12314489019264, 3.2033339010013764], [42.99368792358309, 44.67543718997765], [46.749544438727405, 3.6560538245181906], [36.24355753662374, 43.32700037710679], [46.34021917933853, 15.887758820723086], [26.42854228419374, 37.721036007599146], [8.688100773953622, 23.440200739246652], [20.33856480185531, 35.35606969948522]]"
"(60, 13)","[[0.7773658446923348, 25.08273374440817], [0.37485358939714497, 31.843778627703834], [8.499963744550337, 46.79297467188705], [30.025537077353597, 17.951747776426608], [29.116380593664502, 21.83532848896198], [7.481635799321451, 25.957845613024418], [5.969923441116126, 48.509076495811286], [47.83924977556901, 32.86273096390065], [28.856369815356853, 30.62122353687312], [21.071516454961436, 15.866372316082789], [14.129104670541354, 33.427916007499725], [4.826890355950958, 17.892354942636224], [47.900389521786174, 9.681387794422259], [20.408728626185617, 1.0794097156459903], [11.630801163440113, 28.51567781578578], [31.437626026426692, 8.26923288408256], [9.828301394708822, 15.284942579795057], [48.08895017669572, 35.62049863551542], [32.557337544762774, 32.94791750172485], [11.901709971994956, 10.376053398974417], [21.703082338663105, 5.208008938322406], [34.86964922683822, 48.41815566627145], [20.402694936755257, 22.826838504822888], [16.035364353813712, 37.28241507605132], [9.156097786148209, 1.5538931093811048], [25.450326330564778, 39.943122833183665], [9.052975756581255, 3.1195385307651424], [15.85696132076122, 39.53276961024126], [31.042478197836026, 10.408095466916405], [46.925479997540606, 36.78098323331185], [19.367578109400053, 32.17100719043405], [13.581654886389599, 8.663929839312996], [40.19826250451734, 7.646612844391665], [2.3934840725249042, 24.521872697157015], [33.02272890490412, 35.79357331375822], [8.960312715275903, 38.72998003476696], [38.415865654727675, 29.437673807079396], [3.8094943579058627, 8.03600290830988], [46.000241745979146, 31.463564714870508], [20.585343225639797, 19.56418012061339], [36.43404067824271, 9.74799065845906], [7.053431893972722, 0.1382321327976166], [41.31231480772964, 17.007657137607445], [33.000746277587616, 41.89977616845768], [36.576928901853705, 39.332406474755345], [17.059320990620915, 48.117813508015736], [4.537901248301429, 0.18491238659917864], [12.227822864542231, 49.391515539751595], [46.46632155556794, 19.964614868443046], [9.93490800750863, 19.985345338182558], [46.561818845854695, 43.41160798953212], [1.7905864954256945, 43.76067022614754], [6.887049135747597, 33.265891183273595], [3.036226841679274, 49.29540511425684], [16.847583097468267, 17.819369179148488], [35.777860583714435, 42.25553276417837], [19.33230345588622, 20.958523036897258], [35.582901774534996, 11.416542466382056], [27.811090355732077, 3.4989608878059575], [10.26891301247191, 8.310116726657862], [0.7773658446923348, 25.08273374440817]]"
"(20, 7)","[[44.55528255424793, 1.4997956528384482], [28.910994463989066, 9.594027181594106], [21.861943967538544, 10.52581247766824], [18.333840372991382, 26.812512730126997], [47.134110065966645, 45.03320021127672], [19.393844825280038, 38.36590312131834], [7.502551695036597, 47.03107291629903], [20.839384370287046, 18.03690231097339], [26.530192898694132, 39.55636823552863], [37.98788480251866, 11.60619665486074], [11.541779343329733, 14.937158097155129], [19.975796967267044, 14.66212060104422], [8.340215759215841, 35.34379002805954], [29.903162224613556, 31.321737257122944], [49.65073332045768, 39.630682672164816], [30.36698185880134, 19.103642437055406], [31.112909290720513, 28.447630761757285], [16.14269014922945, 39.52910514130511], [35.65558547226788, 25.78442633924497], [10.167629172498321, 30.35606267290935], [44.55528255424793, 1.4997956528384482]]"
